repair_id,severity,repair_name,employee_id
c72aeef9-73ae-40f3-92e4-3e754427e041,0.5311207224659675,Transformer Oil Leak Repair,
afb77015-719c-4100-af6c-2db839b56c32,0.2861372051669987,Transformer Oil Leak Repair,
a4e18308-af32-40e8-ad18-b18f2005bc50,0.49443063728956627,Transformer Oil Leak Repair,
390a4bc3-6b9a-4b41-bbfe-43a1a7dd6143,0.45537077449713226,Transformer Oil Leak Repair,
202a68e5-8bd3-4d2c-850a-278b809979f9,0.8792399632068049,Transformer Oil Leak Repair,
9ddf4430-d3a8-418a-8b1d-b0bee66d50ff,0.3644632675391507,Transformer Oil Leak Repair,
11fab03e-8c96-44c7-80ad-124c280e82d9,0.45019682421810947,Transformer Oil Leak Repair,
0f881531-643c-4cda-92e3-f47f6c97b907,0.4199726628902539,Transformer Oil Leak Repair,
939a84c1-9534-4b06-bebc-e588dee1ec17,0.7051587870577706,Transformer Oil Leak Repair,
e18453c6-83b0-4699-8a02-cea34e2046e3,0.015088145878069947,Transformer Oil Leak Repair,
e67f0b18-98bf-4c15-8295-127740e991bf,0.5603832248407625,Transformer Oil Leak Repair,
c7ff7df0-ccc7-4dcd-b311-177b2a8f5478,0.2609884611090595,Transformer Oil Leak Repair,
953911a3-9572-436f-8232-f178db2de1cc,0.2066778320568361,Transformer Oil Leak Repair,
68dfde2f-b3d5-45c6-938b-46ce5d4ff5dd,0.15479335724602938,Transformer Oil Leak Repair,
358170b0-7d44-4857-9ad5-8420785f37b6,0.8522642178101167,Transformer Oil Leak Repair,
085c279d-9113-462b-a34f-4164862c8b4b,0.09126135418182602,Transformer Oil Leak Repair,
3425f499-af05-4428-bac5-cb1d66dc46cb,0.7797069626164488,Transformer Oil Leak Repair,
1dfd7cf5-fbad-476c-aaab-f96a3c83c820,0.4827730566954318,Transformer Oil Leak Repair,
b2692fde-40e6-414c-b609-ce283cfa5b03,0.1334859258635921,Transformer Oil Leak Repair,
2749a18d-6eb6-4f4f-8f15-fa9e43a86d47,0.4593032815678898,Transformer Oil Leak Repair,
96a1487a-a4ae-4bbf-b29e-bd8c22a78381,0.7294241219316996,Transformer Oil Leak Repair,
1d49f311-bc91-4c9e-8e8d-1d52e39e1f33,0.4251863711399191,Transformer Oil Leak Repair,
5a4ce768-2575-4d43-a8f8-bc7a67f787d6,0.09518369613022148,Transformer Oil Leak Repair,
97ff00e0-9f4a-4870-9707-3a886b06124b,0.5307438792841394,Transformer Oil Leak Repair,
0a3dbc45-a752-48fc-b9ca-680e1e721ba3,0.42451309444944985,Transformer Oil Leak Repair,
5e8774ec-468f-4bc6-87a8-9fe7b3787d92,0.6410189886731019,Transformer Oil Leak Repair,
12f9775f-69d7-4f22-b982-05c476bb9192,0.9353348235075628,Transformer Oil Leak Repair,
5c9e1135-0ff5-4e21-adfc-b01f90a91ec1,0.6284220367428787,Transformer Oil Leak Repair,
51d0205c-56e7-43f2-b624-2c6c84b7e95d,0.047063476847890695,Transformer Oil Leak Repair,
d0b7fde1-9ce3-4a85-8c87-acd6b363da69,0.9085408738709839,Transformer Oil Leak Repair,
7146d646-c48c-4d4b-85e3-a6e830ac6125,0.4991963923361348,Transformer Oil Leak Repair,
e35da0f1-5557-452c-84fc-60bc6041a78d,0.4330773873736192,Transformer Oil Leak Repair,
ab3515c7-908c-4f32-9328-00687a418656,0.82500868558683,Transformer Oil Leak Repair,
a846185e-0325-4f26-b717-682cdbd35fa6,0.7803560017713331,Transformer Oil Leak Repair,
54dcce71-fcdb-4ff8-a9ec-12bb36d1a7f0,0.5858104716299906,Transformer Oil Leak Repair,
3c6c679d-31f5-4722-b879-1d263c461764,0.8571131722179952,Transformer Oil Leak Repair,
2b02e51b-8c4c-49e6-a860-dfeef7e4dd28,0.2654136270104065,Transformer Oil Leak Repair,
d4a45bfc-06e8-4a37-a027-8f5681247ca3,0.1716270321198896,Transformer Oil Leak Repair,
c95e20c7-62b3-4b3d-8f5a-9c539a303f50,0.34480590238362896,Transformer Oil Leak Repair,
55e052cf-b3e1-47b6-a71d-b206158d4dd3,0.676654569532795,Transformer Oil Leak Repair,
954a8d32-5f32-4759-9e15-a94c03b7ee86,0.9812699525016548,Transformer Oil Leak Repair,
37b207bf-72bb-4116-94e6-ce87534a17a8,0.8600796510405562,Transformer Oil Leak Repair,
6628fddf-f33c-4098-8739-0fa9d24533ec,0.30555563208280156,Transformer Oil Leak Repair,
c4c19c84-b8fa-4dd5-b9f7-46482c662d5b,0.6688701155355138,Transformer Oil Leak Repair,
09d2f8d3-7e2c-4f2e-bfa5-318af9e0ff65,0.578175574678228,Transformer Oil Leak Repair,
43d7f140-4ec2-4e80-9c4c-9641dd574343,0.9980921624111733,Transformer Oil Leak Repair,
3a599e16-2eaa-4697-98cc-fec6d236fb6a,0.30022651923821997,Transformer Oil Leak Repair,
83b0b93b-0ccf-4ebe-8d6a-e5989f5c9619,0.10865022684833947,Transformer Oil Leak Repair,
8ce677ee-8658-45fe-bb64-6808a49923d1,0.7676492234264799,Transformer Oil Leak Repair,
f2220ae0-9dad-484b-abc9-468b10c4365e,0.21563769370742636,Transformer Oil Leak Repair,
1c843e57-c42a-4038-9c0c-17b8eb726d01,0.11300607530903006,Transformer Oil Leak Repair,
9251332c-3f81-4f6e-9606-19ea54bad9e0,0.4009301054493236,Transformer Oil Leak Repair,
a68d3e4e-b147-4178-b12d-975515bb3fca,0.9811282871027304,Transformer Oil Leak Repair,
c90a856b-723b-415c-8581-b8d36ce699aa,0.2688121716080083,Transformer Oil Leak Repair,
5fd59310-9fdc-4f88-9a3e-dbcb5ab05fe1,0.5862885467270194,Transformer Oil Leak Repair,
bd27c645-1e57-4e78-9df2-0f1f0a423400,0.36096224410736966,Transformer Oil Leak Repair,
47646d5c-4c4b-47ef-b152-94ddb5793537,0.5436959489545153,Transformer Oil Leak Repair,
c76f1992-0b9b-48c7-97f4-1e20d5c52609,0.6409222026959259,Transformer Oil Leak Repair,
f7fc7430-6e6b-4582-b435-b03b00b2b8f9,0.9024901090126016,Transformer Oil Leak Repair,
a2538220-382a-454c-824d-20c3a3480ace,0.16490580113314113,Transformer Oil Leak Repair,
78c96e50-c714-407a-9ba6-1d3e97d5c201,0.1903256880309515,Transformer Oil Leak Repair,
5db71c89-2f2c-4e99-a8d3-0b8e54ffc6a9,0.6357544843418271,Transformer Oil Leak Repair,
78eacbd9-048d-4735-aaf1-d410f25fd18f,0.9409547568198007,Transformer Oil Leak Repair,
8ecc0db3-cd32-427a-8a54-6e6e641d3f29,0.23269885063578455,Transformer Oil Leak Repair,
aaf39fb6-3cf4-4659-950c-3341e8747772,0.19693438659970564,Transformer Oil Leak Repair,
b8f54ab0-2661-46f4-a547-0d80618da8cf,0.5073932248633354,Transformer Oil Leak Repair,
cf7c30c2-637b-4bde-8b9d-0d44e9c3cd90,0.3976371778868273,Transformer Oil Leak Repair,
82d145aa-4b0f-4810-9617-497889e0b543,0.12805705758657981,Transformer Oil Leak Repair,
4d65db8f-28b1-4d08-a7f1-aff094627112,0.7539269974025733,Transformer Oil Leak Repair,
4885da96-fb4d-4380-b623-4b2e7c19f694,0.32222322365803413,Transformer Oil Leak Repair,
803a0eea-36f6-45a9-a1c9-05941ce13a40,0.7893272343070601,Transformer Oil Leak Repair,
38bf01f4-0356-4b07-8006-b9bc13923dc0,0.9069011618954111,Transformer Oil Leak Repair,
fb0cc738-b735-42eb-b5e3-345fd86f01d0,0.3975524747667898,Transformer Oil Leak Repair,
9be4cbed-7e96-40ed-9b3f-0d2943e97829,0.020978623889554515,Transformer Oil Leak Repair,
64d6fba3-69e2-4794-a51a-d2b559cdaba9,0.9908441965936985,Transformer Oil Leak Repair,
886c4456-5dc0-45e9-8556-e3d4ad75a1b0,0.7272341175438437,Transformer Oil Leak Repair,
3fa98866-1f15-4430-834a-54658956042d,0.03227227777913466,Transformer Oil Leak Repair,
5d7aa5e1-e93a-4705-99c4-6c4ea8523f23,0.018803794876566138,Transformer Oil Leak Repair,
f85ee31e-2145-4cad-aa66-a25d586adadd,0.4817137191135501,Transformer Oil Leak Repair,
494a28d0-f053-4ec3-a0b9-88c1785436a1,0.990574198197933,Transformer Oil Leak Repair,
662bc0f0-0326-4335-ade1-49b9bfb17228,0.5984063566410971,Transformer Oil Leak Repair,
e3849af5-1b7c-4882-8086-48e9aaf6c5a9,0.30543669628556314,Transformer Oil Leak Repair,
76e08b24-65c3-46b4-a166-196a07ee7b3f,0.19785869253328625,Transformer Oil Leak Repair,
7b3553b4-5122-493e-ac13-d956358d6acd,0.10942107087028785,Transformer Oil Leak Repair,
0bf0b97f-0968-442c-8ef8-5b7aff9c1ba4,0.899170224502107,Transformer Oil Leak Repair,
517aa4f4-065c-410c-8b8e-1a15456c1c13,0.6330704892986039,Transformer Oil Leak Repair,
4ff62782-434e-4da7-a86b-ba2325b9de88,0.6996651850975388,Transformer Oil Leak Repair,
b7750f50-70a8-4bc3-a853-596bf685e067,0.7853219782377372,Transformer Oil Leak Repair,
8b76fd21-8eaf-408f-953d-eb42632ba9f0,0.08817450139773364,Transformer Oil Leak Repair,
b914f819-95ae-47b7-889c-32ae8814ffa9,0.6317645103183595,Transformer Oil Leak Repair,
a9b707e4-048d-4653-a5d9-3b1dcb226d08,0.917651338135916,Transformer Oil Leak Repair,
bc035b6d-5033-4366-9d76-1fa552ccb337,0.2750790124432496,Transformer Oil Leak Repair,
32c70a32-8113-4013-8143-1f75dc7de2fa,0.4943132966493643,Transformer Oil Leak Repair,
d0b72928-4b51-49e9-b42d-d4783a769047,0.006161857487885114,Transformer Oil Leak Repair,
8b6743e2-809b-46fc-92aa-9c2b95ae98da,0.24737454251826285,Transformer Oil Leak Repair,
fc891556-4a91-44a4-a016-dbfde8b8c351,0.9718630614544266,Transformer Oil Leak Repair,
a1d9ef99-7e76-43ca-b60b-01a00be5dc0a,0.6154000178473078,Transformer Oil Leak Repair,
81f8bfb5-23b8-47c6-8698-d6a78ece8eba,0.07611105094972959,Transformer Oil Leak Repair,
8b8f8dca-7655-49fd-b354-ee0b6799380c,0.8795719628044084,Transformer Oil Leak Repair,
5ab0893b-0168-4020-a354-44665c9b1969,0.4999963980146014,Transformer Oil Leak Repair,
657c57b1-f2a9-4a35-8afb-99680daac44c,0.21480182113948632,Transformer Oil Leak Repair,
9a11fb6a-dc17-4631-952e-c7038c658889,0.29745043742966915,Transformer Oil Leak Repair,
62ef6a49-f930-4c86-9a7c-82a761fc262d,0.1921043789798078,Transformer Oil Leak Repair,
4a0c91d8-2497-45bc-af57-525464c989a2,0.12686499562152054,Transformer Oil Leak Repair,
0be1120d-3f63-4222-9d2c-5416fc3ea325,0.16236646128547916,Transformer Oil Leak Repair,
02ce2f96-dc91-4c94-b449-3c5c68998676,0.15657823021279882,Transformer Oil Leak Repair,
33be7125-981b-4ef3-86d5-6a0066153f6d,0.017366683093678392,Transformer Oil Leak Repair,
f5a37538-2b1b-4cf6-a691-7d0bff1e4bce,0.5929512604874848,Transformer Oil Leak Repair,
d3d95855-b2b9-4fc2-bbe1-dbca67c124f2,0.3774536989473759,Transformer Oil Leak Repair,
d73b0148-a553-4cd7-af91-1f9938474e1d,0.2902847579929241,Transformer Oil Leak Repair,
5dcd1ef9-a285-44da-9eae-e1d1d9deed90,0.017897449117095898,Transformer Oil Leak Repair,
89372bf6-b5f8-415d-bf37-66f70c6d6758,0.7847751699872278,Transformer Oil Leak Repair,
333387a9-5fa1-48b0-b39d-1e604ec3166a,0.07890327647501483,Transformer Oil Leak Repair,
b8795f58-6082-4b4a-809b-d3b4f01ad6e9,0.8216623128854313,Transformer Oil Leak Repair,
09c3c934-7974-48ad-84dd-ab7e85c708f0,0.3995578095594451,Transformer Oil Leak Repair,
2f07c364-0da1-4106-a603-368c2e10b825,0.5474627439252697,Transformer Oil Leak Repair,
6e93ca92-9192-48e7-8a74-324dc7320d2f,0.93465124219285,Transformer Oil Leak Repair,
